source_id	record_id	source_table_index	source_row_index	article_and_id	reviewer_1_record	reviewer_2_record	consensus_working_record
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-021	0	21	"GEARS-HV-021 | FORMAL VALIDATION
Multifaceted Representation of Genes via Deep Learning of Gene Expression Networks
DOI: 10.1101/2024.03.07.583777
Article page: https://doi.org/10.1101/2024.03.07.583777
Full text 1: https://www.biorxiv.org/content/biorxiv/early/2024/03/09/2024.03.07.583777.full.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: Recent studies have employed advanced AI techniques to model the complexities of gene networks using large gene expression datasets1–11
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: Accurate predictive modeling of human gene relationships would fundamentally transform our ability to uncover the molecular mechanisms that underpin key biological and disease processes. Recent studies have employed advanced AI techniques to model the complexities of gene networks using large gene expression datasets1–11.
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-022	0	22	"GEARS-HV-022 | FORMAL VALIDATION
Learning Cross-Domain Representations for Transferable Drug Perturbations on Single-Cell Transcriptional Responses
DOI: 10.1609/aaai.v39i18.34073
Article page: https://doi.org/10.1609/aaai.v39i18.34073
Full text 1: https://ojs.aaai.org/index.php/AAAI/article/download/34073/36228
"	"Review status: LOCKED
Citation validity: Yes
Method executed: Yes
Uses (select all): 
Primary use: Benchmark
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: Additionally, to evaluate
our model’s performance, we compared it against previ-
ously published methods, including chemCPA (Hetzel et al.
2022), GEARS (Roohani, Huang, and Leskovec 2022) and
cycleCDR (Huang and Liu 2024).
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: Yes
Uses (select all): 
Primary use: Benchmark
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: Notably, these dual-gene perturbations were
also chosen for testing in the GEARS study (Roohani,
Huang, and Leskovec 2022), thus justifying a robust and ob-
jective performance comparison.
We trained our model on the expr
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: Yes
Uses (select all): 
Primary use: Benchmark
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-023	0	23	"GEARS-HV-023 | FORMAL VALIDATION
GPerturb: Gaussian process modelling of single-cell perturbation data
DOI: 10.1038/s41467-025-61165-7
Article page: https://doi.org/10.1038/s41467-025-61165-7
Full text 1: https://www.nature.com/articles/s41467-025-61165-7.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: Yes
Uses (select all): 
Primary use: Benchmark
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: We first compared the predictive performance of GPerturb, CPA, GEARS and SAMS-VAE on a subset of the genome-wide CRISPR interference Perturb-seq dataset.
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: Yes
Uses (select all): 
Primary use: Benchmark
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: We first compared the predictive performance of GPerturb, CPA, GEARS and SAMS-VAE on a subset of the genome-wide CRISPR interference Perturb-seq dataset.33
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: Yes
Uses (select all): 
Primary use: Benchmark
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-024	0	24	"GEARS-HV-024 | FORMAL VALIDATION
scPRINT: pre-training on 50 million cells allows robust gene network predictions
DOI: 10.1038/s41467-025-58699-1
Article page: https://doi.org/10.1038/s41467-025-58699-1
Full text 1: https://www.nature.com/articles/s41467-025-58699-1.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: Understanding the cellular mechanism is considered a milestone in biology, allowing us to predict cell behavior and the impact of drugs and gene knock-outs1,2,3,4,5.
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: Understanding the cellular mechanism is considered a milestone in biology, allowing us to predict cell behavior and the impact of drugs and gene knock-outs1,2,3,4,5.
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-025	0	25	"GEARS-HV-025 | FORMAL VALIDATION
Mapping ovarian cancer spatial organization uncovers immune evasion drivers at the genetic, cellular, and tissue level
DOI: 10.1101/2023.10.16.562592
Article page: https://doi.org/10.1101/2023.10.16.562592
Full text 1: https://www.biorxiv.org/content/biorxiv/early/2023/10/19/2023.10.16.562592.full.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: As more Perturb-seq datasets, as the one generated here, become available across a more diverse range of cell types and conditions, it will be possible to use Perturb-seq data more effectively to extrapolate from one context to another with increasing accuracy70,71 and, in the case of malignant cell states, using CNA-to-RNA and CNA-to-cell-state associations to further guide Perturb-seq experimental design.
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: it will be possible to use Perturb-seq data more effectively to extrapolate from one context to another with increasing accuracy70,71
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-026	0	26	"GEARS-HV-026 | FORMAL VALIDATION
HyperdCas12a-based multiplexed genetic regulation in Candida albicans
DOI: 10.1093/nar/gkaf1402
Article page: https://doi.org/10.1093/nar/gkaf1402
Full text 1: https://www.biorxiv.org/content/biorxiv/early/2025/10/20/2025.10.20.683421.full.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: Recent technological advances in model systems have enabled the identification of a myriad of genetic interactions and non-additive phenotypic outcomes caused by changes in two or more genes [17–21].
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: Recent technological advances in model systems have enabled the identification of a myriad of genetic interactions and non-additive phenotypic outcomes caused by changes in two or more genes [17–21].
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-027	0	27	"GEARS-HV-027 | FORMAL VALIDATION
Prediction of cellular morphology change under perturbations with transcriptome-guided diffusion model
DOI: 10.1101/2025.07.16.665106
Article page: https://doi.org/10.1101/2025.07.16.665106
Full text 1: https://www.biorxiv.org/content/biorxiv/early/2025/07/16/2025.07.16.665106.full.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: Therefore, integrating MorphDiff with methods that can predict changes in gene expression under unseen perturbations, such as GEARS47, is a possible extension.
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: Therefore, integrating MorphDiff with methods that can predict changes in gene expression under unseen perturbations, such as GEARS47, is a possible extension.
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-028	0	28	"GEARS-HV-028 | FORMAL VALIDATION
Causal models and prediction in cell line perturbation experiments
DOI: 10.1186/s12859-024-06027-7
Article page: https://doi.org/10.1186/s12859-024-06027-7
Full text 1: https://www.researchsquare.com/article/rs-3973384/latest.pdf
Full text 2: https://bmcbioinformatics.biomedcentral.com/counter/pdf/10.1186/s12859-024-06027-7
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: [10] developed GEARS to predict the effect of double knockouts/knockdowns using in vitro responses to single knockouts/knockdowns.
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: Several works have developed models for predicting responses to previously tested perturbations in new settings. For example, [7, 8], and [13] developed deep-learning autoencoder models to predict responses to previously untested perturbation-cell type combinations. [6] considered a similar problem and developed prediction model, SI-A, derived from the synthetic control literature in causal inference. [10] developed GEARS to predict the effect of double knockouts/knockdowns using in vitro responses to single knockouts/knockdowns.
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-029	0	29	"GEARS-HV-029 | FORMAL VALIDATION
HisToSpatialCNV: an interpretable deep learning method predicting spatial copy number variations from histopathology images
DOI: 10.1038/s41551-026-01754-z
Article page: https://doi.org/10.1038/s41551-026-01754-z
Full text 1: https://www.nature.com/articles/s41551-026-01754-z.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Suffficient
Supporting quote + locator: Similar observations were also shared by others, in that single-cell FMs currently do not necessarily outperform established task-specific methods across all downstream tasks74,75,76,77.
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: Similar observations were also shared by others, in that single-cell FMs currently do not necessarily outperform established task-specific methods across all downstream tasks74,75,76,77.
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-030	0	30	"GEARS-HV-030 | FORMAL VALIDATION
Imputing spatial transcriptomics through gene network constructed from protein language model
DOI: 10.1038/s42003-024-06964-2
Article page: https://doi.org/10.1038/s42003-024-06964-2
Full text 1: https://www.nature.com/articles/s42003-024-06964-2.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: Most importantly, TransImpLR ignores gene-to-gene relationships in gene prediction, which have shown improved performance in previous work15,16.
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: Most importantly, TransImpLR ignores gene-to-gene relationships in gene prediction, which have shown improved performance in previous work15,16.
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-031	0	31	"GEARS-HV-031 | FORMAL VALIDATION
Simple Causal Relationships in Gene Expression Discovered through Deep Learned Collective Variables
DOI: 10.1101/2023.01.18.524617
Article page: https://doi.org/10.1101/2023.01.18.524617
Full text 1: https://www.biorxiv.org/content/biorxiv/early/2023/01/20/2023.01.18.524617.full.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: The use of autoencoders [9], UMAP [10,11], and other methods of dimensionality reduction [12,13] have demonstrated that it is possible to discover relationships in statistical covariation of many genes that can be used, for example, to distinguish different cell types and lineages [14], to predict mean gene expression under perturbation [15,16], to predict the interactions between genes under combinatorial perturbations [17], and to generate counterfactual predictions on single-cell response under new drug treatments [18] or novel perturbations [19].
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: The use of autoencoders [9], UMAP [10,11], and other methods of dimensionality reduction [12,13] have demonstrated that it is possible to discover relationships in statistical covariation of many genes that can be used, for example, to distinguish different cell types and lineages [14], to predict mean gene expression under perturbation [15,16], to predict the interactions between genes under combinatorial perturbations [17], and to generate counterfactual predictions on single-cell response under new drug treatments [18] or novel perturbations [19].
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-032	0	32	"GEARS-HV-032 | FORMAL VALIDATION
Predicting transcriptional responses to novel chemical perturbations using deep generative model
DOI: 10.21203/rs.3.rs-3917469/v1
Article page: https://doi.org/10.21203/rs.3.rs-3917469/v1
Full text 1: https://www.researchsquare.com/article/rs-3917469/latest.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: GEARS and CellOracle [11, 12] leveraged64
65
a knowledge graph of gene-gene relationships to predict genetic perturbation
outcomes.
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: r chemical perturbations of diverse cell
63


type and compound combinations. GEARS and CellOracle [
11
,
12
] leveraged
64


a knowledge graph of gene-gene relationships to predict genetic perturbation
65


outcomes.
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-033	0	33	"GEARS-HV-033 | FORMAL VALIDATION
Molecular causality in the advent of foundation models
DOI: 10.1038/s44320-024-00041-w
Article page: https://doi.org/10.1038/s44320-024-00041-w
Full text 1: https://link.springer.com/content/pdf/10.1038/s44320-024-00041-w.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: Hybrid models make a tradeoff between those extremes, which is why they have been found to be useful in systems biology, where data are currently scarce (AlQuraishi and Sorger, 2021; Nilsson et al, 2022; Faure et al, 2023; Roohani et al, 2023; Fortelny and Bock, 2020; Lotfollahi et al, 2023; Yuan et al, 2021).
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: Hybrid models make a tradeoff between those extremes, which is why they have been found to be useful in systems biology, where data are currently scarce (AlQuraishi and Sorger, 2021; Nilsson et al, 2022; Faure et al, 2023; Roohani et al, 2023;
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-034	0	34	"GEARS-HV-034 | FORMAL VALIDATION
Knowledge graph-aided Bayesian active learning for top-K genetic interaction discovery
DOI: 10.1038/s41598-025-13972-7
Article page: https://doi.org/10.1038/s41598-025-13972-7
Full text 1: https://www.nature.com/articles/s41598-025-13972-7.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: For gene knockdown experiments, active learning strategies have been investigated in several studies3,4,5,6,7,8.
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: For gene knockdown experiments, active learning strategies have been investigated in several studies3,4,5,6,7,8.
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-035	0	35	"GEARS-HV-035 | FORMAL VALIDATION
Benchmarking foundation cell models for post-perturbation RNA-seq prediction
DOI: 10.1186/s12864-025-11600-2
Article page: https://doi.org/10.1186/s12864-025-11600-2
Full text 1: https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/s12864-025-11600-2
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: We reproduced scGPT’s results on the GEARS benchmarking datasets using the cell-gears v0.0.1 package and a fork of scGPT v0.2.1 (commit 7301b51).
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: Yes
Uses (select all): 
Primary use: Benchmark
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: We reproduced scGPT’s results on the GEARS benchmarking datasets using the cell-gears v0.0.1 package and a fork of scGPT v0.2.1 (commit 7301b51).
Notes: 
"	"Comparison flag: RESOLVED — human adjudication selected Mention only.
Consensus status: RECONCILED
Citation validity: Yes
Method executed: No
Uses (select all): Mention only
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: We reproduced scGPT’s results on the GEARS benchmarking datasets using the cell-gears v0.0.1 package and a fork of scGPT v0.2.1 (commit 7301b51).
Resolution note: Human adjudication determined that the study used the GEARS datasets/package context but did not execute GEARS as the evaluated method.

"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-036	0	36	"GEARS-HV-036 | FORMAL VALIDATION
World Models for Pharmaceutical Science Should Simulate Biological Consequences rather than Merely Continue Statistical Patterns
DOI: 10.51847/efvx6kqqna
Article page: https://doi.org/10.51847/efvx6kqqna
Full text 1: https://pharmacophorejournal.com/storage/files/article/5bd92b3d-cf40-41bc-80a2-5a1214db27a5-fP5jJbFj6Ln5v3zj/iZJfMPXRrTmfSTg.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: Genetic interaction screens provide rich single-cell phenotypes for testing whether a model recovers nonlinear interaction structure; multiplex chemical transcriptomics measures heterogeneous cellular responses to pharmacological perturbations; and prediction of unseen multigene interventions tests whether a model generalizes beyond conditions explicitly represented during training [23-25].
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: Genetic interaction screens provide rich
single-cell phenotypes for testing whether a model recovers nonlinear interaction structure; multiplex chemical transcriptomics
measures heterogeneous cellular responses to pharmacological perturbations; and prediction of unseen multigene interventions
tests whether a model generalizes beyond conditions explicitly represented during training [23-25].
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-037	0	37	"GEARS-HV-037 | FORMAL VALIDATION
Perturbomics: CRISPR–Cas screening-based functional genomics approach for drug target discovery
DOI: 10.1038/s12276-025-01487-0
Article page: https://doi.org/10.1038/s12276-025-01487-0
Full text 1: https://www.nature.com/articles/s12276-025-01487-0.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: Leskovec and colleagues, for instance, developed the graph-enhanced gene activation and repression simulator (GEARS), which integrates CRISPRa screening data with previously published Perturb-seq datasets to predict combinatorial perturbation effects on gene interactions100.
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: Leskovec and colleagues, for instance, developed the graph-enhanced gene activation and repression simulator (GEARS), which integrates CRISPRa screening data with previously published Perturb-seq datasets to predict combinatorial perturbation effects on gene interactions100.
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-038	0	38	"GEARS-HV-038 | FORMAL VALIDATION
scYeast: a Biological-knowledge-guided Foundation Model on Yeast Single-Cell Transcriptomics
DOI: 10.1101/2025.08.20.671179
Article page: https://doi.org/10.1101/2025.08.20.671179
Full text 1: https://www.biorxiv.org/content/biorxiv/early/2025/08/25/2025.08.20.671179.full.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Extend
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: Since scYeast has already integrated prior knowledge such as gene co-expression and transcriptional regulatory relationships during its pre-training, we adapted the GEARS [32] framework by using scYeast as the base model for predicting gene perturbation responses (Methods) (Fig. 4a).
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Extend or develop
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: we adapted the GEARS [32] framework by using scYeast as the base model for predicting gene perturbation responses (Methods) (Fig. 4a).
Notes: 
"	"Comparison flag: MATCH — terminology normalization needed (“Extend” → “Extend or develop”).
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Extend or develop
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-039	0	39	"GEARS-HV-039 | FORMAL VALIDATION
Cell Decoder: decoding cell identity with multi-scale explainable deep learning
DOI: 10.1186/s13059-025-03832-y
Article page: https://doi.org/10.1186/s13059-025-03832-y
Full text 1: https://genomebiology.biomedcentral.com/counter/pdf/10.1186/s13059-025-03832-y
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: Due to the incorporation of gene/protein interaction information, Cell Decoder opens up the possibility of predicting cell responses to genetic perturbations [42].
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: Cell Decoder opens up the possibility of predicting cell responses to genetic perturbations [42].
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-040	0	40	"GEARS-HV-040 | FORMAL VALIDATION
Medea: An AI agent for therapeutic reasoning across biological contexts
DOI: 10.64898/2026.01.16.696667
Article page: https://doi.org/10.64898/2026.01.16.696667
Full text 1: https://www.biorxiv.org/content/biorxiv/early/2026/01/20/2026.01.16.696667.full.pdf
"	"Review status: LOCKED
Citation validity: No
Method executed: No
Uses (select all): 
Primary use: 
Biological insight: 
Evidence sufficiency: 
Supporting quote + locator: 
Notes: 
"	"Review status: 
Citation validity: No
Method executed: 
Uses (select all): 
Primary use: 
Biological insight: 
Evidence sufficiency: No
Supporting quote + locator: 
Notes: 
"	"Comparison flag: RESOLVED — citation not located; exclude from the substantively classified dataset.
Consensus status: RECONCILED
Citation validity: Unclear
Method executed: Unclear
Uses (select all): Unclear
Primary use: Unclear
Biological insight: Unclear
Evidence sufficiency: Citation not located
Supporting quote + locator: 
Resolution note: Human adjudication: remove this record from the substantively classified dataset because the GEARS citation was not located.

"
1ziHc8g2isdCeJHOntjYqWhf0Q1EVXu1JC3gVJ0-QpeQ	GEARS-HV-041	0	41	"GEARS-HV-041 | FORMAL VALIDATION
The manatee variational autoencoder model for predicting gene expression alterations caused by transcription factor perturbations
DOI: 10.1038/s41598-024-62620-z
Article page: https://doi.org/10.1038/s41598-024-62620-z
Full text 1: https://www.nature.com/articles/s41598-024-62620-z.pdf
"	"Review status: LOCKED
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: CPA3 autoencoder, together with GEARS4 and graphVCI5 graph neural network models disentangle perturbation covariates with basal cellular states, thus providing more flexibility for the in silico perturbation analysis.
Notes: 
"	"Review status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Yes
Supporting quote + locator: CPA3 autoencoder, together with GEARS4 and graphVCI5 graph neural network models disentangle perturbation covariates with basal cellular states, thus providing more flexibility for the in silico perturbation analysis.
Notes: 
"	"Comparison flag: MATCH — normalized core fields agree.
Consensus status: 
Citation validity: Yes
Method executed: No
Uses (select all): 
Primary use: Mention only
Biological insight: No
Evidence sufficiency: Sufficient
Supporting quote + locator: 
Resolution note: 
"
